date	html	pdf	abstract	epdf
2014-05-01	21	4	4	0
2014-06-01	18	10	4	0
2014-07-01	29	14	21	0
2014-08-01	24	15	6	0
2014-09-01	17	9	1	0
2014-10-01	25	9	3	0
2014-11-01	10	6	1	0
2014-12-01	9	2	1	0
2015-01-01	24	6	4	0
2015-02-01	12	2	3	0
2015-03-01	25	7	2	0
2015-04-01	11	7	1	0
2015-05-01	12	2	4	0
2015-06-01	17	11	1	3
2015-07-01	10	2	2	0
2015-08-01	15	6	1	0
2015-09-01	8	1	0	0
2015-10-01	20	6	1	0
2015-11-01	20	11	4	0
2015-12-01	28	12	3	0
2016-01-01	17	5	1	0
2016-02-01	30	7	2	0
2016-03-01	14	7	3	0
2016-04-01	12	2	0	0
