date	html	pdf	abstract	epdf
2014-06-01	18	8	8	0
2014-07-01	30	16	25	0
2014-08-01	28	45	11	0
2014-09-01	12	13	5	0
2014-10-01	15	20	2	0
2014-11-01	6	19	4	0
2014-12-01	7	20	1	0
2015-01-01	34	2	5	0
2015-02-01	14	6	2	0
2015-03-01	34	27	3	0
2015-04-01	44	12	9	0
2015-05-01	17	29	6	0
2015-06-01	24	43	2	2
2015-07-01	20	6	0	0
2015-08-01	17	43	0	0
2015-09-01	28	64	1	0
2015-10-01	35	30	1	0
2015-11-01	25	23	2	0
2015-12-01	30	16	3	0
2016-01-01	24	12	3	0
2016-02-01	16	40	0	0
2016-03-01	15	14	0	0
2016-04-01	21	17	0	0
