date	html	pdf	abstract	epdf
2014-05-01	78	11	4	0
2014-06-01	81	28	4	0
2014-07-01	32	16	21	0
2014-08-01	16	17	4	0
2014-09-01	26	30	2	0
2014-10-01	29	19	2	0
2014-11-01	23	10	1	0
2014-12-01	30	20	0	0
2015-01-01	42	19	2	0
2015-02-01	20	18	2	0
2015-03-01	32	18	2	0
2015-04-01	35	19	2	0
2015-05-01	28	24	5	0
2015-06-01	34	20	1	5
2015-07-01	45	33	0	0
2015-08-01	27	14	0	0
2015-09-01	21	11	0	0
2015-10-01	36	16	1	0
2015-11-01	36	20	2	0
2015-12-01	33	12	3	0
2016-01-01	38	16	1	0
2016-02-01	40	15	2	0
2016-03-01	41	16	2	0
2016-04-01	34	18	1	0
