date	html	pdf	abstract	epdf
2014-02-01	10	6	1	0
2014-03-01	27	5	4	0
2014-04-01	25	12	5	0
2014-05-01	29	8	3	0
2014-06-01	23	2	2	0
2014-07-01	50	8	4	0
2014-08-01	60	10	2	0
2014-09-01	48	11	2	0
2014-10-01	26	6	2	0
2014-11-01	29	3	2	0
2014-12-01	23	3	1	0
2015-01-01	57	4	5	0
2015-02-01	35	6	3	0
2015-03-01	46	4	3	0
2015-04-01	29	3	2	0
2015-05-01	28	6	6	1
2015-06-01	35	8	3	3
2015-07-01	47	11	2	0
2015-08-01	28	9	1	0
2015-09-01	28	4	1	0
2015-10-01	37	10	3	0
2015-11-01	41	6	3	1
2015-12-01	42	2	4	0
2016-01-01	37	9	4	0
2016-02-01	27	11	1	0
2016-03-01	61	14	1	0
2016-04-01	64	8	2	1
