date	html	pdf	abstract	epdf
2012-01-01	7	0	2	0
2012-02-01	3	2	2	0
2012-03-01	5	0	0	0
2012-04-01	12	19	0	0
2012-05-01	17	12	1	0
2012-06-01	18	1	1	0
2012-07-01	7	1	1	0
2012-08-01	6	0	0	0
2012-09-01	14	4	2	0
2012-10-01	15	2	0	0
2012-11-01	18	5	1	0
2012-12-01	7	2	2	0
2013-01-01	8	1	2	0
2013-02-01	11	0	3	0
2013-03-01	17	2	2	0
2013-04-01	21	0	2	0
2013-05-01	33	1	0	0
2013-06-01	6	2	2	0
2013-07-01	15	3	2	0
2013-08-01	10	1	1	0
2013-09-01	9	0	0	0
2013-10-01	19	2	0	0
2013-11-01	15	16	2	0
2013-12-01	10	25	0	0
2014-01-01	6	6	2	0
2014-02-01	13	10	0	0
2014-03-01	20	10	2	0
2014-04-01	21	11	3	0
2014-05-01	18	16	0	0
2014-06-01	10	21	3	0
2014-07-01	24	8	20	0
2014-08-01	8	12	1	0
2014-09-01	8	10	1	0
2014-10-01	10	11	2	0
2014-11-01	15	18	2	0
2014-12-01	18	14	2	0
2015-01-01	20	9	1	0
2015-02-01	10	1	0	0
2015-03-01	4	3	0	0
2015-04-01	4	3	0	0
2015-05-01	13	15	6	0
2015-06-01	9	19	1	0
2015-07-01	7	8	0	0
2015-08-01	11	8	0	0
2015-09-01	12	15	0	0
2015-10-01	19	10	1	0
2015-11-01	22	17	1	0
2015-12-01	16	11	0	0
2016-01-01	9	6	1	0
2016-02-01	7	4	0	0
2016-03-01	14	9	0	0
2016-04-01	19	10	0	0
