date	html	pdf	abstract	epdf
2013-08-01	25	10	4	0
2013-09-01	67	24	2	0
2013-10-01	32	17	5	0
2013-11-01	36	12	3	0
2013-12-01	19	9	1	0
2014-01-01	24	13	4	0
2014-02-01	32	6	0	0
2014-03-01	51	7	2	0
2014-04-01	54	8	3	0
2014-05-01	25	4	2	0
2014-06-01	23	5	3	0
2014-07-01	52	8	16	0
2014-08-01	32	12	2	0
2014-09-01	59	17	1	0
2014-10-01	51	10	1	0
2014-11-01	37	7	1	0
2014-12-01	28	6	5	0
2015-01-01	43	2	4	0
2015-02-01	46	6	2	0
2015-03-01	65	15	2	0
2015-04-01	123	42	4	0
2015-05-01	38	9	7	1
2015-06-01	32	8	2	2
2015-07-01	28	5	1	0
2015-08-01	98	21	1	0
2015-09-01	84	19	0	1
2015-10-01	72	10	1	0
2015-11-01	60	11	2	1
2015-12-01	83	14	0	0
2016-01-01	73	13	1	0
2016-02-01	44	23	0	0
2016-03-01	99	20	1	0
2016-04-01	175	46	0	1
