date	html	pdf	abstract	epdf
2014-05-01	65	27	4	0
2014-06-01	37	24	5	0
2014-07-01	33	11	19	0
2014-08-01	48	35	3	0
2014-09-01	30	15	1	0
2014-10-01	43	18	2	0
2014-11-01	39	21	1	0
2014-12-01	34	9	1	0
2015-01-01	42	8	2	0
2015-02-01	16	4	2	0
2015-03-01	41	14	2	0
2015-04-01	62	15	9	0
2015-05-01	50	26	6	0
2015-06-01	44	23	2	3
2015-07-01	44	19	0	0
2015-08-01	30	12	2	0
2015-09-01	37	34	0	0
2015-10-01	56	32	1	1
2015-11-01	74	62	3	0
2015-12-01	82	33	3	0
2016-01-01	169	25	1	0
2016-02-01	126	19	4	0
2016-03-01	82	22	1	0
2016-04-01	65	28	1	1
