date	html	pdf	abstract	epdf
2013-08-01	14	10	4	0
2013-09-01	45	6	3	0
2013-10-01	43	7	5	0
2013-11-01	25	8	2	0
2013-12-01	8	2	0	0
2014-01-01	19	0	2	0
2014-02-01	22	6	0	0
2014-03-01	24	5	1	0
2014-04-01	24	4	3	0
2014-05-01	15	8	11	0
2014-06-01	42	7	7	0
2014-07-01	42	4	8	0
2014-08-01	30	1	2	0
2014-09-01	26	5	6	0
2014-10-01	29	1	2	0
2014-11-01	35	1	4	0
2014-12-01	43	0	1	0
2015-01-01	64	0	4	0
2015-02-01	34	0	6	0
2015-03-01	38	6	4	0
2015-04-01	31	2	2	0
2015-05-01	39	5	9	1
2015-06-01	39	7	2	6
2015-07-01	30	3	4	0
2015-08-01	26	2	2	0
2015-09-01	31	6	1	0
2015-10-01	30	4	4	0
2015-11-01	37	4	2	0
2015-12-01	29	3	1	0
2016-01-01	31	4	2	0
2016-02-01	37	16	1	0
2016-03-01	44	15	0	0
2016-04-01	35	9	1	0
