date	html	pdf	abstract	epdf
2013-09-01	22	13	1	0
2013-10-01	28	3	6	0
2013-11-01	43	6	3	0
2013-12-01	26	11	0	0
2014-01-01	14	15	2	0
2014-02-01	14	10	2	0
2014-03-01	54	23	0	0
2014-04-01	44	6	2	0
2014-05-01	34	8	2	0
2014-06-01	19	22	3	0
2014-07-01	33	11	11	0
2014-08-01	18	15	1	0
2014-09-01	21	4	1	0
2014-10-01	29	7	1	0
2014-11-01	25	14	1	0
2014-12-01	24	1	4	0
2015-01-01	30	2	4	0
2015-02-01	17	3	2	0
2015-03-01	37	11	2	0
2015-04-01	33	7	5	0
2015-05-01	52	11	5	0
2015-06-01	36	13	2	2
2015-07-01	27	11	0	0
2015-08-01	21	10	2	0
2015-09-01	46	10	1	0
2015-10-01	43	31	1	0
2015-11-01	44	10	6	0
2015-12-01	35	7	0	0
2016-01-01	44	19	4	0
2016-02-01	35	10	0	0
2016-03-01	48	16	0	0
2016-04-01	33	15	3	0
