date	html	pdf	abstract	epdf
2014-05-01	40	11	3	0
2014-06-01	34	18	5	0
2014-07-01	38	18	13	0
2014-08-01	18	15	3	0
2014-09-01	8	23	2	0
2014-10-01	24	6	1	0
2014-11-01	6	7	1	0
2014-12-01	11	7	0	0
2015-01-01	27	4	1	0
2015-02-01	14	4	2	0
2015-03-01	26	14	2	0
2015-04-01	10	7	1	0
2015-05-01	30	15	5	0
2015-06-01	27	10	2	0
2015-07-01	34	5	4	0
2015-08-01	17	7	1	0
2015-09-01	12	14	0	0
2015-10-01	28	10	7	0
2015-11-01	23	18	8	0
2015-12-01	27	4	4	0
2016-01-01	16	9	3	0
2016-02-01	25	17	4	0
2016-03-01	14	15	2	0
2016-04-01	23	27	10	0
