date	html	pdf	abstract	epdf
2013-02-01	13	7	2	0
2013-03-01	38	16	17	0
2013-04-01	60	14	14	0
2013-05-01	33	10	10	0
2013-06-01	23	5	7	0
2013-07-01	25	7	9	0
2013-08-01	14	12	4	0
2013-09-01	17	15	2	0
2013-10-01	31	6	3	0
2013-11-01	51	10	4	0
2013-12-01	23	3	1	0
2014-01-01	29	6	5	0
2014-02-01	21	10	2	0
2014-03-01	29	18	3	0
2014-04-01	30	14	3	0
2014-05-01	16	18	3	0
2014-06-01	16	17	5	0
2014-07-01	31	10	14	0
2014-08-01	16	12	2	0
2014-09-01	23	14	4	0
2014-10-01	17	11	1	0
2014-11-01	37	8	4	0
2014-12-01	20	5	4	0
2015-01-01	27	6	5	0
2015-02-01	12	6	3	0
2015-03-01	25	34	4	0
2015-04-01	36	10	8	0
2015-05-01	32	12	11	0
2015-06-01	24	27	2	1
2015-07-01	23	26	1	0
2015-08-01	9	19	3	0
2015-09-01	16	10	0	0
2015-10-01	42	16	1	0
2015-11-01	19	27	4	0
2015-12-01	23	11	2	0
2016-01-01	20	9	2	0
2016-02-01	13	11	5	0
2016-03-01	21	12	1	0
2016-04-01	22	22	2	0
