date	html	pdf	abstract	epdf
2013-11-01	12	10	0	0
2013-12-01	21	6	0	0
2014-01-01	15	0	0	0
2014-02-01	8	2	0	0
2014-03-01	2	5	0	0
2014-04-01	6	0	0	0
2014-05-01	3	3	0	0
2014-06-01	1	0	0	0
2014-07-01	13	0	0	0
2014-08-01	7	0	0	0
2014-09-01	3	0	0	0
2014-10-01	3	1	0	0
2014-11-01	2	0	0	0
2014-12-01	4	0	0	0
2015-01-01	20	0	0	0
2015-02-01	5	0	0	0
2015-03-01	8	4	0	0
2015-04-01	1	1	0	0
2015-05-01	3	2	0	0
2015-06-01	4	3	0	0
2015-07-01	1	1	0	0
2015-08-01	2	1	0	0
2015-09-01	3	0	0	0
2015-10-01	9	0	0	0
2015-11-01	7	1	0	0
2015-12-01	13	0	0	0
2016-01-01	8	2	0	0
2016-02-01	2	1	0	0
2016-03-01	7	5	0	0
2016-04-01	8	3	0	3
