date	html	pdf	abstract	epdf
2013-02-01	10	25	1	0
2013-03-01	100	98	5	0
2013-04-01	103	50	6	0
2013-05-01	85	29	1	0
2013-06-01	57	33	3	0
2013-07-01	52	23	3	0
2013-08-01	68	253	2	0
2013-09-01	71	48	1	0
2013-10-01	110	44	5	0
2013-11-01	119	47	3	0
2013-12-01	55	24	0	0
2014-01-01	71	24	2	0
2014-02-01	44	27	1	0
2014-03-01	81	39	3	0
2014-04-01	95	22	2	0
2014-05-01	92	19	2	0
2014-06-01	72	31	2	0
2014-07-01	75	47	19	0
2014-08-01	66	42	1	0
2014-09-01	96	22	3	0
2014-10-01	90	16	1	0
2014-11-01	112	21	1	0
2014-12-01	88	23	4	0
2015-01-01	85	25	4	0
2015-02-01	63	15	2	0
2015-03-01	134	41	5	0
2015-04-01	126	31	3	0
2015-05-01	138	40	7	3
2015-06-01	137	31	1	14
2015-07-01	99	29	1	0
2015-08-01	108	34	1	0
2015-09-01	99	40	0	0
2015-10-01	86	49	1	0
2015-11-01	123	43	2	1
2015-12-01	64	39	0	0
2016-01-01	54	26	1	0
2016-02-01	95	29	2	0
2016-03-01	111	26	2	0
2016-04-01	104	36	0	0
