date	html	pdf	abstract	epdf
2012-12-01	19	11	6	0
2013-01-01	11	25	8	0
2013-02-01	26	23	5	0
2013-03-01	40	37	9	0
2013-04-01	35	16	8	0
2013-05-01	33	27	4	0
2013-06-01	18	23	2	0
2013-07-01	22	9	4	0
2013-08-01	27	14	3	0
2013-09-01	15	13	1	0
2013-10-01	44	31	0	0
2013-11-01	38	25	2	0
2013-12-01	24	15	1	0
2014-01-01	12	14	8	0
2014-02-01	27	15	7	0
2014-03-01	45	15	4	0
2014-04-01	22	19	5	0
2014-05-01	43	20	2	0
2014-06-01	36	17	9	0
2014-07-01	38	19	13	0
2014-08-01	32	20	2	0
2014-09-01	17	8	2	0
2014-10-01	25	18	7	0
2014-11-01	44	23	2	0
2014-12-01	35	6	9	0
2015-01-01	39	13	5	0
2015-02-01	36	15	3	0
2015-03-01	42	16	3	0
2015-04-01	30	11	7	0
2015-05-01	42	18	10	1
2015-06-01	35	20	6	3
2015-07-01	29	11	3	0
2015-08-01	29	12	1	0
2015-09-01	37	18	1	0
2015-10-01	44	19	2	0
2015-11-01	34	22	3	0
2015-12-01	34	10	1	0
2016-01-01	24	12	3	0
2016-02-01	27	14	3	0
2016-03-01	30	12	2	0
2016-04-01	19	14	2	0
