date	html	pdf	abstract	epdf
2012-01-01	13	4	0	0
2012-02-01	19	0	0	0
2012-03-01	23	4	1	0
2012-04-01	27	1	0	0
2012-05-01	28	3	3	0
2012-06-01	35	1	0	0
2012-07-01	15	4	2	0
2012-08-01	15	2	1	0
2012-09-01	17	3	1	0
2012-10-01	25	0	0	0
2012-11-01	20	3	1	0
2012-12-01	13	1	2	0
2013-01-01	16	2	1	0
2013-02-01	19	3	3	0
2013-03-01	21	0	2	0
2013-04-01	41	1	2	0
2013-05-01	33	2	1	0
2013-06-01	17	0	2	0
2013-07-01	22	0	1	0
2013-08-01	23	4	3	0
2013-09-01	22	0	0	0
2013-10-01	20	4	0	0
2013-11-01	17	2	2	0
2013-12-01	14	7	0	0
2014-01-01	10	6	3	0
2014-02-01	12	3	0	0
2014-03-01	12	5	1	0
2014-04-01	15	1	1	0
2014-05-01	19	5	1	0
2014-06-01	13	2	1	0
2014-07-01	33	2	9	0
2014-08-01	14	5	1	0
2014-09-01	15	3	2	0
2014-10-01	17	4	2	0
2014-11-01	11	1	0	0
2014-12-01	10	0	2	0
2015-01-01	18	1	1	0
2015-02-01	7	1	2	0
2015-03-01	16	2	2	0
2015-04-01	15	3	1	0
2015-05-01	34	2	6	0
2015-06-01	20	3	1	0
2015-07-01	13	0	0	0
2015-08-01	16	1	0	0
2015-09-01	16	1	0	0
2015-10-01	29	2	1	0
2015-11-01	13	2	1	0
2015-12-01	22	0	0	0
2016-01-01	11	3	1	0
2016-02-01	12	4	0	0
2016-03-01	22	3	0	0
2016-04-01	20	9	1	0
