date	html	pdf	abstract	epdf
2012-12-01	19	12	11	0
2013-01-01	19	19	8	0
2013-02-01	25	12	5	0
2013-03-01	41	51	13	0
2013-04-01	40	20	5	0
2013-05-01	31	7	3	0
2013-06-01	24	13	2	0
2013-07-01	14	9	2	0
2013-08-01	22	10	3	0
2013-09-01	31	9	1	0
2013-10-01	25	13	0	0
2013-11-01	41	19	1	0
2013-12-01	28	12	1	0
2014-01-01	42	16	5	0
2014-02-01	15	12	1	0
2014-03-01	28	16	1	0
2014-04-01	17	8	2	0
2014-05-01	16	7	1	0
2014-06-01	19	6	4	0
2014-07-01	39	18	13	0
2014-08-01	24	16	1	0
2014-09-01	28	22	1	0
2014-10-01	28	11	4	0
2014-11-01	22	4	1	0
2014-12-01	25	6	7	0
2015-01-01	37	7	5	0
2015-02-01	24	11	3	0
2015-03-01	15	5	4	0
2015-04-01	11	6	2	0
2015-05-01	30	14	7	0
2015-06-01	23	14	4	2
2015-07-01	20	8	2	0
2015-08-01	25	9	1	0
2015-09-01	23	10	1	0
2015-10-01	30	6	2	0
2015-11-01	29	8	2	0
2015-12-01	27	5	1	0
2016-01-01	18	4	2	0
2016-02-01	9	5	4	0
2016-03-01	25	10	1	0
2016-04-01	29	7	2	0
