date	html	pdf	abstract	epdf
2012-05-01	3	4	0	0
2012-06-01	58	22	15	0
2012-07-01	47	15	13	0
2012-08-01	43	25	10	0
2012-09-01	31	24	10	0
2012-10-01	19	15	12	0
2012-11-01	33	10	12	0
2012-12-01	13	9	13	0
2013-01-01	33	10	14	0
2013-02-01	46	23	11	0
2013-03-01	23	13	15	0
2013-04-01	39	8	8	0
2013-05-01	60	18	7	0
2013-06-01	19	7	6	0
2013-07-01	19	9	5	0
2013-08-01	23	10	5	0
2013-09-01	31	10	3	0
2013-10-01	21	5	1	0
2013-11-01	22	6	2	0
2013-12-01	23	5	2	0
2014-01-01	14	7	2	0
2014-02-01	24	18	1	0
2014-03-01	27	19	4	0
2014-04-01	23	12	2	0
2014-05-01	25	21	2	0
2014-06-01	14	30	1	0
2014-07-01	34	13	16	0
2014-08-01	32	30	3	0
2014-09-01	52	8	1	0
2014-10-01	15	9	1	0
2014-11-01	8	12	6	0
2014-12-01	5	8	10	0
2015-01-01	28	5	6	0
2015-02-01	11	5	8	0
2015-03-01	25	17	5	0
2015-04-01	13	9	4	0
2015-05-01	20	18	11	0
2015-06-01	26	19	4	3
2015-07-01	19	13	5	0
2015-08-01	19	15	3	0
2015-09-01	30	10	5	1
2015-10-01	23	6	6	0
2015-11-01	17	17	6	0
2015-12-01	23	6	5	0
2016-01-01	22	15	5	0
2016-02-01	16	11	4	0
2016-03-01	23	12	2	0
2016-04-01	20	8	3	0
