date	html	pdf	abstract	epdf
2014-05-01	43	6	3	0
2014-06-01	17	28	5	0
2014-07-01	23	8	20	0
2014-08-01	11	5	4	0
2014-09-01	4	4	2	0
2014-10-01	21	2	2	0
2014-11-01	8	3	3	0
2014-12-01	10	3	1	0
2015-01-01	22	3	2	0
2015-02-01	12	1	3	0
2015-03-01	14	4	4	0
2015-04-01	12	3	1	0
2015-05-01	13	6	5	0
2015-06-01	11	6	4	0
2015-07-01	6	0	1	0
2015-08-01	4	2	0	0
2015-09-01	9	6	2	0
2015-10-01	10	1	3	0
2015-11-01	18	4	5	0
2015-12-01	26	3	5	0
2016-01-01	11	3	2	0
2016-02-01	8	2	1	0
2016-03-01	13	7	0	0
2016-04-01	14	4	0	0
