date	html	pdf	abstract	epdf
2013-12-01	38	25	2	0
2014-01-01	35	32	11	0
2014-02-01	20	25	4	0
2014-03-01	31	21	1	0
2014-04-01	38	20	2	0
2014-05-01	34	19	1	0
2014-06-01	29	36	2	0
2014-07-01	35	37	9	0
2014-08-01	48	41	3	0
2014-09-01	18	20	2	0
2014-10-01	15	11	4	0
2014-11-01	26	24	2	0
2014-12-01	23	11	8	0
2015-01-01	40	12	6	0
2015-02-01	24	19	4	0
2015-03-01	49	31	5	0
2015-04-01	58	26	15	0
2015-05-01	52	47	9	1
2015-06-01	29	66	4	4
2015-07-01	20	39	6	0
2015-08-01	31	73	2	0
2015-09-01	24	68	2	0
2015-10-01	26	78	3	0
2015-11-01	36	57	4	0
2015-12-01	68	71	2	0
2016-01-01	40	88	6	0
2016-02-01	29	96	2	0
2016-03-01	32	33	3	0
2016-04-01	39	35	4	0
