date	html	pdf	abstract	epdf
2013-08-01	15	4	6	0
2013-09-01	21	10	2	0
2013-10-01	9	12	4	0
2013-11-01	13	7	3	0
2013-12-01	11	5	1	0
2014-01-01	9	6	3	0
2014-02-01	8	2	0	0
2014-03-01	15	8	1	0
2014-04-01	27	6	2	0
2014-05-01	12	12	2	0
2014-06-01	13	17	4	0
2014-07-01	34	7	15	0
2014-08-01	15	6	3	0
2014-09-01	18	4	2	0
2014-10-01	18	2	5	0
2014-11-01	19	0	4	0
2014-12-01	20	4	5	0
2015-01-01	30	5	8	0
2015-02-01	15	2	4	0
2015-03-01	23	5	5	0
2015-04-01	25	8	10	0
2015-05-01	10	5	9	0
2015-06-01	17	4	4	1
2015-07-01	7	1	5	0
2015-08-01	6	4	2	0
2015-09-01	9	2	1	0
2015-10-01	32	9	5	0
2015-11-01	30	8	5	0
2015-12-01	29	4	2	0
2016-01-01	17	5	4	0
2016-02-01	17	4	2	0
2016-03-01	29	10	2	0
2016-04-01	23	10	2	0
