date	html	pdf	abstract	epdf
2011-12-01	6	2	0	0
2012-01-01	140	33	11	0
2012-02-01	151	30	8	0
2012-03-01	310	84	11	0
2012-04-01	368	113	6	0
2012-05-01	421	157	11	0
2012-06-01	312	81	7	0
2012-07-01	136	32	12	0
2012-08-01	202	56	12	0
2012-09-01	240	60	12	0
2012-10-01	317	91	8	0
2012-11-01	291	72	5	0
2012-12-01	138	58	2	0
2013-01-01	115	44	28	0
2013-02-01	74	58	11	0
2013-03-01	127	101	10	0
2013-04-01	118	73	5	0
2013-05-01	115	72	6	0
2013-06-01	89	67	11	0
2013-07-01	68	57	8	0
2013-08-01	74	25	9	0
2013-09-01	87	101	1	0
2013-10-01	111	75	5	0
2013-11-01	163	72	14	0
2013-12-01	77	33	23	0
2014-01-01	55	51	22	0
2014-02-01	75	36	18	0
2014-03-01	108	92	19	0
2014-04-01	100	46	16	0
2014-05-01	118	104	19	0
2014-06-01	80	45	18	0
2014-07-01	81	42	19	0
2014-08-01	70	46	14	0
2014-09-01	86	55	9	0
2014-10-01	81	42	6	0
2014-11-01	124	65	4	0
2014-12-01	86	48	8	0
2015-01-01	74	38	3	0
2015-02-01	76	24	3	0
2015-03-01	126	34	4	0
2015-04-01	132	1	6	0
2015-05-01	108	0	9	2
2015-06-01	118	9	4	4
2015-07-01	49	15	1	0
2015-08-01	57	49	0	0
2015-09-01	82	49	1	1
2015-10-01	87	32	1	0
2015-11-01	101	57	2	0
2015-12-01	73	27	5	0
2016-01-01	62	18	1	0
2016-02-01	43	8	0	0
2016-03-01	33	11	1	0
2016-04-01	61	10	4	0
