date	html	pdf	abstract	epdf
2012-01-01	7	3	0	0
2012-02-01	12	4	1	0
2012-03-01	28	10	1	0
2012-04-01	36	17	0	0
2012-05-01	8	16	1	0
2012-06-01	13	17	0	0
2012-07-01	12	18	0	0
2012-08-01	7	17	0	0
2012-09-01	18	20	1	0
2012-10-01	20	33	0	0
2012-11-01	16	32	1	0
2012-12-01	5	9	3	0
2013-01-01	8	9	2	0
2013-02-01	19	21	3	0
2013-03-01	15	31	1	0
2013-04-01	27	45	3	0
2013-05-01	40	33	1	0
2013-06-01	13	18	2	0
2013-07-01	9	12	0	0
2013-08-01	13	14	2	0
2013-09-01	21	12	1	0
2013-10-01	14	16	0	0
2013-11-01	23	20	2	0
2013-12-01	11	9	1	0
2014-01-01	9	6	2	0
2014-02-01	18	29	0	0
2014-03-01	17	24	2	0
2014-04-01	16	30	2	0
2014-05-01	9	51	1	0
2014-06-01	11	38	0	0
2014-07-01	24	32	8	0
2014-08-01	13	28	1	0
2014-09-01	22	78	1	0
2014-10-01	26	52	1	0
2014-11-01	14	51	1	0
2014-12-01	8	23	2	0
2015-01-01	26	24	0	0
2015-02-01	9	29	2	0
2015-03-01	17	56	5	0
2015-04-01	19	59	7	0
2015-05-01	15	72	8	0
2015-06-01	21	83	2	0
2015-07-01	9	28	0	0
2015-08-01	13	64	4	0
2015-09-01	17	106	2	0
2015-10-01	15	75	1	0
2015-11-01	16	60	1	0
2015-12-01	22	20	0	0
2016-01-01	17	29	3	0
2016-02-01	11	19	0	0
2016-03-01	17	59	0	0
2016-04-01	17	72	0	0
