date	html	pdf	abstract	epdf
2011-12-01	2	0	0	0
2012-01-01	90	18	0	0
2012-02-01	122	22	4	0
2012-03-01	111	19	2	0
2012-04-01	124	11	0	0
2012-05-01	126	18	0	0
2012-06-01	113	21	0	0
2012-07-01	88	19	1	0
2012-08-01	91	31	0	0
2012-09-01	241	11	1	0
2012-10-01	122	14	1	0
2012-11-01	144	19	2	0
2012-12-01	101	11	3	0
2013-01-01	119	9	2	0
2013-02-01	117	15	3	0
2013-03-01	122	11	1	0
2013-04-01	174	28	4	0
2013-05-01	142	15	0	0
2013-06-01	106	21	3	0
2013-07-01	135	19	1	0
2013-08-01	120	19	1	0
2013-09-01	111	23	4	0
2013-10-01	204	24	0	0
2013-11-01	192	21	3	0
2013-12-01	150	21	1	0
2014-01-01	166	14	2	0
2014-02-01	186	29	0	0
2014-03-01	207	37	1	0
2014-04-01	189	12	1	0
2014-05-01	170	21	2	0
2014-06-01	184	31	2	0
2014-07-01	223	25	11	0
2014-08-01	191	18	1	0
2014-09-01	220	25	1	0
2014-10-01	251	33	3	0
2014-11-01	295	27	2	0
2014-12-01	234	19	4	0
2015-01-01	267	33	3	0
2015-02-01	256	33	2	0
2015-03-01	285	31	3	0
2015-04-01	224	32	2	0
2015-05-01	227	35	7	3
2015-06-01	294	19	1	10
2015-07-01	254	19	0	0
2015-08-01	197	25	0	0
2015-09-01	232	37	0	0
2015-10-01	295	24	1	0
2015-11-01	310	30	1	0
2015-12-01	259	29	0	0
2016-01-01	287	492	3	1
2016-02-01	308	2548	0	0
2016-03-01	236	1559	0	0
2016-04-01	426	83	0	0
