date	html	pdf	abstract	epdf
2013-04-01	32	8	3	0
2013-05-01	71	24	6	0
2013-06-01	57	3	4	0
2013-07-01	28	11	1	0
2013-08-01	24	12	2	0
2013-09-01	41	5	0	0
2013-10-01	26	6	3	0
2013-11-01	54	7	2	0
2013-12-01	35	8	1	0
2014-01-01	31	9	3	0
2014-02-01	31	10	3	0
2014-03-01	49	7	0	0
2014-04-01	40	6	1	0
2014-05-01	61	13	2	0
2014-06-01	61	16	3	0
2014-07-01	71	10	16	0
2014-08-01	46	13	6	0
2014-09-01	97	7	1	0
2014-10-01	72	6	1	0
2014-11-01	63	2	1	0
2014-12-01	35	0	6	0
2015-01-01	46	1	1	0
2015-02-01	19	3	2	0
2015-03-01	45	3	2	0
2015-04-01	83	11	5	0
2015-05-01	107	10	6	0
2015-06-01	86	11	3	0
2015-07-01	61	14	0	0
2015-08-01	26	18	0	0
2015-09-01	40	25	2	0
2015-10-01	30	0	1	0
2015-11-01	36	18	2	0
2015-12-01	25	2	0	0
2016-01-01	18	4	1	0
2016-02-01	19	16	0	0
2016-03-01	27	5	0	0
2016-04-01	35	11	1	0
