date	html	pdf	abstract	epdf
2014-05-01	60	21	5	0
2014-06-01	43	40	11	0
2014-07-01	57	40	29	0
2014-08-01	46	34	7	0
2014-09-01	34	42	3	0
2014-10-01	46	33	5	0
2014-11-01	46	29	4	0
2014-12-01	45	25	2	0
2015-01-01	46	20	6	0
2015-02-01	32	23	5	0
2015-03-01	41	35	5	0
2015-04-01	38	39	11	0
2015-05-01	36	34	9	0
2015-06-01	47	55	4	4
2015-07-01	37	27	3	2
2015-08-01	17	25	2	0
2015-09-01	40	44	2	0
2015-10-01	43	38	3	0
2015-11-01	34	32	4	2
2015-12-01	38	24	5	1
2016-01-01	32	21	3	0
2016-02-01	36	27	3	0
2016-03-01	27	32	2	0
2016-04-01	37	51	1	0
