date	html	pdf	abstract	epdf
2012-09-01	24	23	0	0
2012-10-01	26	27	0	0
2012-11-01	7	8	0	0
2012-12-01	3	1	0	0
2013-01-01	8	4	0	0
2013-02-01	16	5	0	0
2013-03-01	9	8	0	0
2013-04-01	15	1	0	0
2013-05-01	22	1	0	0
2013-06-01	9	4	0	0
2013-07-01	7	1	0	0
2013-08-01	6	2	0	0
2013-09-01	4	2	0	0
2013-10-01	12	2	0	0
2013-11-01	10	5	0	0
2013-12-01	12	1	0	0
2014-01-01	5	0	0	0
2014-02-01	5	2	0	0
2014-03-01	10	12	0	0
2014-04-01	6	7	0	0
2014-05-01	22	16	0	0
2014-06-01	9	13	0	0
2014-07-01	23	4	0	0
2014-08-01	8	2	0	0
2014-09-01	17	7	0	0
2014-10-01	10	6	0	0
2014-11-01	3	2	0	0
2014-12-01	3	3	0	0
2015-01-01	21	1	0	0
2015-02-01	9	1	0	0
2015-03-01	6	1	0	0
2015-04-01	11	5	0	0
2015-05-01	13	4	0	0
2015-06-01	13	3	0	1
2015-07-01	9	8	0	0
2015-08-01	27	7	0	0
2015-09-01	16	3	0	0
2015-10-01	22	4	0	0
2015-11-01	21	3	0	0
2015-12-01	17	2	0	0
2016-01-01	12	10	0	0
2016-02-01	4	5	0	0
2016-03-01	13	5	0	1
2016-04-01	13	6	0	0
