date	html	pdf	abstract	epdf
2011-12-01	0	1	0	0
2012-01-01	18	8	1	0
2012-02-01	22	15	1	0
2012-03-01	33	21	0	0
2012-04-01	41	34	0	0
2012-05-01	46	14	3	0
2012-06-01	50	22	1	0
2012-07-01	35	16	0	0
2012-08-01	52	30	1	0
2012-09-01	46	26	2	0
2012-10-01	62	27	2	0
2012-11-01	65	21	1	0
2012-12-01	14	12	2	0
2013-01-01	30	12	3	0
2013-02-01	49	25	3	0
2013-03-01	45	32	5	0
2013-04-01	63	28	5	0
2013-05-01	60	24	5	0
2013-06-01	41	16	5	0
2013-07-01	22	23	2	0
2013-08-01	28	13	1	0
2013-09-01	35	15	1	0
2013-10-01	39	15	0	0
2013-11-01	50	23	1	0
2013-12-01	26	18	0	0
2014-01-01	13	14	3	0
2014-02-01	25	19	1	0
2014-03-01	47	19	5	0
2014-04-01	37	9	2	0
2014-05-01	42	16	1	0
2014-06-01	36	26	4	0
2014-07-01	53	13	13	0
2014-08-01	29	12	2	0
2014-09-01	39	19	1	0
2014-10-01	37	13	1	0
2014-11-01	51	10	0	0
2014-12-01	26	10	5	0
2015-01-01	36	9	3	0
2015-02-01	22	16	2	0
2015-03-01	35	27	2	0
2015-04-01	29	20	3	0
2015-05-01	67	34	7	0
2015-06-01	25	19	1	1
2015-07-01	33	17	1	0
2015-08-01	48	23	0	0
2015-09-01	34	23	0	0
2015-10-01	36	12	1	0
2015-11-01	41	23	1	0
2015-12-01	32	11	1	0
2016-01-01	24	21	1	0
2016-02-01	28	14	0	0
2016-03-01	37	10	0	0
2016-04-01	44	19	0	0
