date	html	pdf	abstract	epdf
2011-12-01	2	0	1	0
2012-01-01	13	6	0	0
2012-02-01	10	3	1	0
2012-03-01	13	3	1	0
2012-04-01	21	6	0	0
2012-05-01	23	14	1	0
2012-06-01	21	3	1	0
2012-07-01	21	6	2	0
2012-08-01	21	4	0	0
2012-09-01	26	13	1	0
2012-10-01	28	8	1	0
2012-11-01	27	1	1	0
2012-12-01	36	3	1	0
2013-01-01	10	2	0	0
2013-02-01	10	6	1	0
2013-03-01	22	5	1	0
2013-04-01	26	11	1	0
2013-05-01	49	10	0	0
2013-06-01	21	8	2	0
2013-07-01	15	9	1	0
2013-08-01	8	7	4	0
2013-09-01	14	4	2	0
2013-10-01	25	11	0	0
2013-11-01	13	5	2	0
2013-12-01	9	5	0	0
2014-01-01	13	3	2	0
2014-02-01	21	7	0	0
2014-03-01	20	3	1	0
2014-04-01	17	5	4	0
2014-05-01	15	5	2	0
2014-06-01	15	6	1	0
2014-07-01	20	4	10	0
2014-08-01	15	2	5	0
2014-09-01	10	2	2	0
2014-10-01	9	1	2	0
2014-11-01	40	22	1	0
2014-12-01	11	4	1	0
2015-01-01	20	0	3	0
2015-02-01	3	1	0	0
2015-03-01	10	1	0	0
2015-04-01	22	1	0	0
2015-05-01	17	4	8	0
2015-06-01	11	2	1	0
2015-07-01	5	2	0	0
2015-08-01	10	2	0	0
2015-09-01	10	3	0	0
2015-10-01	12	1	1	0
2015-11-01	13	3	1	0
2015-12-01	19	3	2	0
2016-01-01	8	5	1	0
2016-02-01	11	2	0	0
2016-03-01	15	3	0	0
2016-04-01	12	3	1	0
