date	html	pdf	abstract	epdf
2011-12-01	2	0	0	0
2012-01-01	236	35	9	0
2012-02-01	271	35	6	0
2012-03-01	414	47	8	0
2012-04-01	384	39	4	0
2012-05-01	458	88	4	0
2012-06-01	366	60	2	0
2012-07-01	197	54	7	0
2012-08-01	213	40	6	0
2012-09-01	313	53	5	0
2012-10-01	474	70	4	0
2012-11-01	404	67	5	0
2012-12-01	224	33	7	0
2013-01-01	199	38	10	0
2013-02-01	215	52	7	0
2013-03-01	281	69	6	0
2013-04-01	350	51	2	0
2013-05-01	294	42	4	0
2013-06-01	228	44	5	0
2013-07-01	149	27	5	0
2013-08-01	164	36	8	0
2013-09-01	167	21	0	0
2013-10-01	239	54	0	0
2013-11-01	261	61	5	0
2013-12-01	76	20	1	0
2014-01-01	77	21	5	0
2014-02-01	115	25	2	0
2014-03-01	147	54	5	0
2014-04-01	189	49	1	0
2014-05-01	176	45	2	0
2014-06-01	126	76	1	0
2014-07-01	157	77	23	0
2014-08-01	108	112	4	0
2014-09-01	161	111	4	0
2014-10-01	166	112	2	0
2014-11-01	289	130	3	0
2014-12-01	162	52	6	0
2015-01-01	119	35	0	0
2015-02-01	133	47	2	0
2015-03-01	143	102	2	0
2015-04-01	227	108	3	0
2015-05-01	228	158	5	4
2015-06-01	162	68	1	11
2015-07-01	212	43	3	0
2015-08-01	187	51	2	0
2015-09-01	229	30	1	0
2015-10-01	232	48	6	0
2015-11-01	233	52	1	0
2015-12-01	127	25	0	0
2016-01-01	130	26	1	0
2016-02-01	107	32	4	0
2016-03-01	130	37	2	0
2016-04-01	153	26	3	0
