date	html	pdf	abstract	epdf
2013-11-01	35	21	4	0
2013-12-01	34	13	2	0
2014-01-01	43	24	14	0
2014-02-01	31	15	5	0
2014-03-01	32	10	2	0
2014-04-01	23	11	5	0
2014-05-01	33	23	3	0
2014-06-01	24	15	2	0
2014-07-01	37	11	7	0
2014-08-01	21	6	7	0
2014-09-01	42	7	2	0
2014-10-01	30	7	3	0
2014-11-01	11	6	2	0
2014-12-01	24	3	2	0
2015-01-01	48	15	2	0
2015-02-01	22	3	3	0
2015-03-01	21	4	4	0
2015-04-01	33	10	2	0
2015-05-01	61	9	6	2
2015-06-01	42	11	2	2
2015-07-01	19	8	1	2
2015-08-01	28	9	1	0
2015-09-01	30	5	1	0
2015-10-01	27	13	2	0
2015-11-01	30	10	3	0
2015-12-01	38	4	1	0
2016-01-01	46	11	6	0
2016-02-01	16	7	1	0
2016-03-01	28	10	3	0
2016-04-01	28	8	2	0
