date	html	pdf	abstract	epdf
2012-11-01	11	4	4	0
2012-12-01	17	6	10	0
2013-01-01	25	17	15	0
2013-02-01	60	13	11	0
2013-03-01	25	8	10	0
2013-04-01	41	20	5	0
2013-05-01	39	11	4	0
2013-06-01	32	4	7	0
2013-07-01	22	8	7	0
2013-08-01	20	9	4	0
2013-09-01	27	15	4	0
2013-10-01	28	12	0	0
2013-11-01	27	6	1	0
2013-12-01	33	12	2	0
2014-01-01	17	4	3	0
2014-02-01	18	6	1	0
2014-03-01	31	6	0	0
2014-04-01	19	11	3	0
2014-05-01	36	12	2	0
2014-06-01	34	14	0	0
2014-07-01	36	10	14	0
2014-08-01	33	7	2	0
2014-09-01	68	16	1	0
2014-10-01	40	17	1	0
2014-11-01	30	12	3	0
2014-12-01	33	11	6	0
2015-01-01	43	10	7	0
2015-02-01	38	17	3	0
2015-03-01	33	11	3	0
2015-04-01	52	10	4	0
2015-05-01	51	10	11	0
2015-06-01	45	19	4	2
2015-07-01	30	9	3	0
2015-08-01	14	11	4	0
2015-09-01	33	15	4	0
2015-10-01	51	17	5	0
2015-11-01	48	14	6	0
2015-12-01	51	12	4	0
2016-01-01	54	15	3	0
2016-02-01	50	16	1	0
2016-03-01	45	19	0	0
2016-04-01	56	16	3	0
