date	html	pdf	abstract	epdf
2012-01-01	110	0	1	0
2012-02-01	141	0	1	0
2012-03-01	198	0	2	0
2012-04-01	231	0	0	0
2012-05-01	291	0	6	0
2012-06-01	214	0	0	0
2012-07-01	162	0	3	0
2012-08-01	188	0	0	0
2012-09-01	293	0	2	0
2012-10-01	346	0	2	0
2012-11-01	262	0	1	0
2012-12-01	100	0	2	0
2013-01-01	130	0	2	0
2013-02-01	206	0	2	0
2013-03-01	331	0	3	0
2013-04-01	435	0	4	0
2013-05-01	460	0	5	0
2013-06-01	306	0	0	0
2013-07-01	168	0	0	0
2013-08-01	255	0	2	0
2013-09-01	334	0	2	0
2013-10-01	388	0	0	0
2013-11-01	562	0	5	0
2013-12-01	236	0	0	0
2014-01-01	142	0	3	0
2014-02-01	211	0	2	0
2014-03-01	295	0	2	0
2014-04-01	346	0	2	0
2014-05-01	439	0	4	0
2014-06-01	325	0	3	0
2014-07-01	265	0	9	0
2014-08-01	342	0	2	0
2014-09-01	451	0	3	0
2014-10-01	623	0	1	0
2014-11-01	562	0	0	0
2014-12-01	320	0	5	0
2015-01-01	251	0	2	0
2015-02-01	284	0	4	0
2015-03-01	348	0	2	0
2015-04-01	356	0	5	0
2015-05-01	369	0	6	0
2015-06-01	371	0	3	0
2015-07-01	205	0	0	0
2015-08-01	251	0	4	0
2015-09-01	353	0	0	0
2015-10-01	318	0	2	0
2015-11-01	221	0	2	0
2015-12-01	141	0	0	0
2016-01-01	149	0	1	0
2016-02-01	182	0	1	0
2016-03-01	246	0	0	0
2016-04-01	304	0	0	0
