date	html	pdf	abstract	epdf
2013-11-01	25	4	3	0
2013-12-01	40	5	2	0
2014-01-01	32	18	8	0
2014-02-01	13	6	6	0
2014-03-01	14	9	1	0
2014-04-01	12	2	2	0
2014-05-01	19	7	1	0
2014-06-01	22	4	1	0
2014-07-01	32	6	13	0
2014-08-01	28	5	5	0
2014-09-01	29	8	2	0
2014-10-01	48	8	2	0
2014-11-01	32	3	4	0
2014-12-01	42	2	5	0
2015-01-01	49	4	3	0
2015-02-01	25	1	4	0
2015-03-01	32	4	3	0
2015-04-01	18	2	2	0
2015-05-01	63	6	5	0
2015-06-01	45	5	2	1
2015-07-01	34	8	2	0
2015-08-01	33	13	1	0
2015-09-01	24	8	1	0
2015-10-01	21	7	4	0
2015-11-01	18	8	3	0
2015-12-01	29	6	2	0
2016-01-01	34	9	5	0
2016-02-01	25	6	1	0
2016-03-01	23	78	0	0
2016-04-01	27	9	2	0
