date	html	pdf	abstract	epdf
2012-01-01	3	1	2	0
2012-02-01	5	4	1	0
2012-03-01	17	26	2	0
2012-04-01	21	28	1	0
2012-05-01	40	22	3	0
2012-06-01	11	22	2	0
2012-07-01	9	7	3	0
2012-08-01	6	8	1	0
2012-09-01	19	19	1	0
2012-10-01	14	13	1	0
2012-11-01	11	12	3	0
2012-12-01	4	12	4	0
2013-01-01	11	10	3	0
2013-02-01	27	9	3	0
2013-03-01	17	21	5	0
2013-04-01	16	21	3	0
2013-05-01	28	18	3	0
2013-06-01	11	17	5	0
2013-07-01	9	7	3	0
2013-08-01	8	9	5	0
2013-09-01	8	5	0	0
2013-10-01	23	35	4	0
2013-11-01	17	14	1	0
2013-12-01	6	3	0	0
2014-01-01	2	7	2	0
2014-02-01	7	16	0	0
2014-03-01	7	20	1	0
2014-04-01	3	11	2	0
2014-05-01	6	14	1	0
2014-06-01	7	29	2	0
2014-07-01	20	38	9	0
2014-08-01	9	49	3	0
2014-09-01	6	21	1	0
2014-10-01	12	37	1	0
2014-11-01	5	30	1	0
2014-12-01	6	19	3	0
2015-01-01	19	18	0	0
2015-02-01	7	14	2	0
2015-03-01	18	59	3	0
2015-04-01	5	60	1	0
2015-05-01	16	78	7	0
2015-06-01	12	32	1	0
2015-07-01	1	10	0	0
2015-08-01	4	7	1	0
2015-09-01	8	5	0	0
2015-10-01	12	16	1	0
2015-11-01	12	19	1	0
2015-12-01	16	3	0	0
2016-01-01	17	14	3	0
2016-02-01	7	4	0	0
2016-03-01	11	12	0	0
2016-04-01	13	14	0	0
