date	html	pdf	abstract	epdf
2013-11-01	25	13	4	0
2013-12-01	40	13	3	0
2014-01-01	31	18	11	0
2014-02-01	26	16	4	0
2014-03-01	17	11	1	0
2014-04-01	18	13	3	0
2014-05-01	37	17	1	0
2014-06-01	19	11	2	0
2014-07-01	29	12	6	0
2014-08-01	30	23	4	0
2014-09-01	28	2	1	0
2014-10-01	21	18	1	0
2014-11-01	22	4	1	0
2014-12-01	25	5	4	0
2015-01-01	33	4	2	0
2015-02-01	14	4	2	0
2015-03-01	31	13	2	0
2015-04-01	29	11	2	0
2015-05-01	19	10	5	0
2015-06-01	31	13	2	2
2015-07-01	10	12	0	0
2015-08-01	12	9	0	0
2015-09-01	31	18	0	0
2015-10-01	15	12	1	0
2015-11-01	39	23	2	0
2015-12-01	24	8	0	0
2016-01-01	17	12	3	0
2016-02-01	9	10	0	0
2016-03-01	20	9	0	0
2016-04-01	20	9	0	0
