date	html	pdf	abstract	epdf
2013-02-01	13	17	0	0
2013-03-01	38	25	0	0
2013-04-01	43	13	0	0
2013-05-01	19	5	0	0
2013-06-01	7	5	0	0
2013-07-01	7	3	0	0
2013-08-01	6	2	0	0
2013-09-01	7	9	0	0
2013-10-01	6	5	0	0
2013-11-01	13	2	0	0
2013-12-01	9	1	0	0
2014-01-01	16	1	0	0
2014-02-01	7	7	0	0
2014-03-01	1	5	0	0
2014-04-01	8	0	0	0
2014-05-01	8	3	0	0
2014-06-01	7	0	0	0
2014-07-01	20	1	0	0
2014-08-01	7	3	0	0
2014-09-01	13	1	0	0
2014-10-01	15	2	0	0
2014-11-01	6	4	0	0
2014-12-01	8	0	0	0
2015-01-01	23	0	0	0
2015-02-01	11	1	0	0
2015-03-01	22	2	0	0
2015-04-01	16	2	0	0
2015-05-01	28	5	0	0
2015-06-01	10	3	0	0
2015-07-01	19	5	0	0
2015-08-01	11	1	0	0
2015-09-01	9	1	0	0
2015-10-01	16	1	0	0
2015-11-01	11	4	0	0
2015-12-01	26	0	0	0
2016-01-01	18	4	0	0
2016-02-01	16	5	0	0
2016-03-01	19	2	0	0
2016-04-01	18	6	0	1
