date	html	pdf	abstract	epdf
2013-12-01	63	21	4	0
2014-01-01	85	41	10	0
2014-02-01	67	58	9	0
2014-03-01	80	33	8	0
2014-04-01	64	21	9	0
2014-05-01	63	29	2	0
2014-06-01	59	26	0	0
2014-07-01	100	61	13	0
2014-08-01	47	63	5	0
2014-09-01	73	66	4	0
2014-10-01	149	36	3	0
2014-11-01	72	46	6	0
2014-12-01	50	13	8	0
2015-01-01	56	23	9	0
2015-02-01	38	25	11	0
2015-03-01	72	30	7	0
2015-04-01	59	36	12	0
2015-05-01	77	86	15	2
2015-06-01	50	97	6	3
2015-07-01	34	43	5	0
2015-08-01	39	52	6	0
2015-09-01	29	61	6	0
2015-10-01	43	100	13	0
2015-11-01	48	85	11	0
2015-12-01	34	69	6	0
2016-01-01	36	33	8	0
2016-02-01	60	28	5	0
2016-03-01	43	45	1	0
2016-04-01	53	50	5	0
