date	html	pdf	abstract	epdf
2011-12-01	1	0	0	0
2012-01-01	11	8	1	0
2012-02-01	14	3	2	0
2012-03-01	14	3	0	0
2012-04-01	19	6	0	0
2012-05-01	21	8	1	0
2012-06-01	17	0	0	0
2012-07-01	18	7	2	0
2012-08-01	13	4	0	0
2012-09-01	15	2	6	0
2012-10-01	27	4	1	0
2012-11-01	23	4	0	0
2012-12-01	10	2	1	0
2013-01-01	18	3	2	0
2013-02-01	12	1	1	0
2013-03-01	14	1	2	0
2013-04-01	28	2	0	0
2013-05-01	28	0	1	0
2013-06-01	4	2	2	0
2013-07-01	25	6	1	0
2013-08-01	33	2	1	0
2013-09-01	30	1	0	0
2013-10-01	22	2	0	0
2013-11-01	12	2	1	0
2013-12-01	12	0	1	0
2014-01-01	7	5	2	0
2014-02-01	13	10	0	0
2014-03-01	17	5	2	0
2014-04-01	21	1	2	0
2014-05-01	13	1	2	0
2014-06-01	15	2	1	0
2014-07-01	18	6	12	0
2014-08-01	16	0	2	0
2014-09-01	15	9	3	0
2014-10-01	27	10	2	0
2014-11-01	20	1	0	0
2014-12-01	57	1	4	0
2015-01-01	49	3	1	0
2015-02-01	14	2	0	0
2015-03-01	10	1	0	0
2015-04-01	16	2	1	0
2015-05-01	17	15	7	0
2015-06-01	10	6	2	0
2015-07-01	12	1	0	0
2015-08-01	17	10	0	0
2015-09-01	27	7	0	0
2015-10-01	23	2	1	0
2015-11-01	16	7	2	0
2015-12-01	21	15	0	0
2016-01-01	25	9	4	0
2016-02-01	12	5	0	0
2016-03-01	18	3	1	0
2016-04-01	19	10	1	0
