date	html	pdf	abstract	epdf
2012-01-01	19	0	1	0
2012-02-01	20	2	1	0
2012-03-01	36	3	1	0
2012-04-01	36	13	1	0
2012-05-01	50	10	1	0
2012-06-01	30	3	1	0
2012-07-01	27	2	2	0
2012-08-01	24	1	0	0
2012-09-01	48	9	1	0
2012-10-01	71	14	1	0
2012-11-01	68	9	1	0
2012-12-01	27	9	2	0
2013-01-01	39	6	1	0
2013-02-01	24	8	1	0
2013-03-01	45	12	2	0
2013-04-01	62	10	0	0
2013-05-01	40	7	1	0
2013-06-01	32	5	3	0
2013-07-01	21	9	1	0
2013-08-01	35	14	2	0
2013-09-01	28	9	1	0
2013-10-01	29	11	0	0
2013-11-01	46	21	3	0
2013-12-01	23	12	1	0
2014-01-01	26	12	3	0
2014-02-01	32	10	1	0
2014-03-01	27	5	1	0
2014-04-01	28	12	1	0
2014-05-01	58	16	0	0
2014-06-01	58	8	3	0
2014-07-01	40	10	13	0
2014-08-01	33	7	3	0
2014-09-01	32	8	3	0
2014-10-01	46	11	1	0
2014-11-01	45	10	0	0
2014-12-01	26	13	1	0
2015-01-01	40	8	2	0
2015-02-01	22	4	2	0
2015-03-01	20	6	2	0
2015-04-01	19	10	1	0
2015-05-01	35	11	7	0
2015-06-01	34	19	6	0
2015-07-01	23	7	1	0
2015-08-01	27	17	0	0
2015-09-01	27	13	0	0
2015-10-01	31	10	1	0
2015-11-01	49	12	2	0
2015-12-01	38	12	0	0
2016-01-01	27	11	1	0
2016-02-01	19	5	3	0
2016-03-01	24	7	1	0
2016-04-01	28	11	0	0
