date	html	pdf	abstract	epdf
2012-10-01	29	10	2	0
2012-11-01	25	15	1	0
2012-12-01	15	8	2	0
2013-01-01	11	3	3	0
2013-02-01	26	13	2	0
2013-03-01	34	14	0	0
2013-04-01	23	10	0	0
2013-05-01	51	19	0	0
2013-06-01	18	13	2	0
2013-07-01	18	11	1	0
2013-08-01	23	17	1	0
2013-09-01	38	9	0	0
2013-10-01	27	10	1	0
2013-11-01	34	22	1	0
2013-12-01	21	16	0	0
2014-01-01	17	2	2	0
2014-02-01	22	9	1	0
2014-03-01	18	6	0	0
2014-04-01	18	10	6	0
2014-05-01	44	13	1	0
2014-06-01	11	4	2	0
2014-07-01	26	12	9	0
2014-08-01	36	12	2	0
2014-09-01	22	3	3	0
2014-10-01	55	13	1	0
2014-11-01	19	16	0	0
2014-12-01	13	8	1	0
2015-01-01	32	4	5	0
2015-02-01	17	11	2	0
2015-03-01	28	38	2	0
2015-04-01	31	18	5	0
2015-05-01	21	11	5	0
2015-06-01	27	22	2	2
2015-07-01	24	6	0	0
2015-08-01	28	31	0	0
2015-09-01	29	15	1	0
2015-10-01	28	19	1	0
2015-11-01	41	16	1	0
2015-12-01	18	8	1	0
2016-01-01	11	10	1	0
2016-02-01	15	4	2	0
2016-03-01	13	5	0	0
2016-04-01	11	4	1	0
