date	html	pdf	abstract	epdf
2012-01-01	101	43	9	0
2012-02-01	123	51	6	0
2012-03-01	212	96	2	0
2012-04-01	331	133	3	0
2012-05-01	243	70	3	0
2012-06-01	237	85	2	0
2012-07-01	150	51	6	0
2012-08-01	233	91	8	0
2012-09-01	266	64	2	0
2012-10-01	510	119	2	0
2012-11-01	478	104	1	0
2012-12-01	274	42	2	0
2013-01-01	235	59	2	0
2013-02-01	302	62	3	0
2013-03-01	453	159	8	0
2013-04-01	479	137	3	0
2013-05-01	378	118	2	0
2013-06-01	395	148	2	0
2013-07-01	191	114	1	0
2013-08-01	293	163	1	0
2013-09-01	347	163	2	0
2013-10-01	431	179	1	0
2013-11-01	512	174	5	0
2013-12-01	246	76	0	0
2014-01-01	201	85	6	0
2014-02-01	286	94	1	0
2014-03-01	388	97	1	0
2014-04-01	329	66	2	0
2014-05-01	443	122	1	0
2014-06-01	332	107	1	0
2014-07-01	306	122	11	0
2014-08-01	307	149	2	0
2014-09-01	398	165	3	0
2014-10-01	430	197	2	0
2014-11-01	402	205	5	0
2014-12-01	224	90	4	0
2015-01-01	201	81	4	0
2015-02-01	193	124	2	0
2015-03-01	368	196	0	0
2015-04-01	174	179	4	0
2015-05-01	0	200	0	1
2015-06-01	200	221	1	33
2015-07-01	303	178	1	0
2015-08-01	232	191	0	0
2015-09-01	288	195	2	0
2015-10-01	271	268	3	1
2015-11-01	284	273	1	0
2015-12-01	130	130	1	0
2016-01-01	126	95	1	0
2016-02-01	177	39	2	1
2016-03-01	150	65	2	0
2016-04-01	237	82	0	0
