date	html	pdf	abstract	epdf
2013-08-01	14	5	4	0
2013-09-01	16	5	3	0
2013-10-01	18	1	5	0
2013-11-01	26	5	2	0
2013-12-01	17	1	0	0
2014-01-01	31	3	2	0
2014-02-01	10	4	1	0
2014-03-01	6	5	1	0
2014-04-01	15	2	2	0
2014-05-01	18	6	2	0
2014-06-01	5	5	2	0
2014-07-01	43	10	7	0
2014-08-01	30	6	3	0
2014-09-01	26	6	1	0
2014-10-01	22	2	1	0
2014-11-01	20	6	4	0
2014-12-01	19	3	2	0
2015-01-01	21	2	4	0
2015-02-01	10	0	2	0
2015-03-01	21	4	2	0
2015-04-01	17	6	2	0
2015-05-01	24	10	7	0
2015-06-01	16	7	1	0
2015-07-01	13	4	2	0
2015-08-01	9	2	3	0
2015-09-01	17	4	1	0
2015-10-01	17	4	4	0
2015-11-01	14	10	3	0
2015-12-01	18	3	0	0
2016-01-01	10	4	3	0
2016-02-01	14	3	0	0
2016-03-01	12	8	0	0
2016-04-01	28	18	1	0
