date	html	pdf	abstract	epdf
2012-01-01	26	11	1	0
2012-02-01	16	14	1	0
2012-03-01	22	23	0	0
2012-04-01	25	32	0	0
2012-05-01	19	26	1	0
2012-06-01	22	17	0	0
2012-07-01	9	11	1	0
2012-08-01	11	14	0	0
2012-09-01	25	14	4	0
2012-10-01	12	11	0	0
2012-11-01	19	17	0	0
2012-12-01	9	8	3	0
2013-01-01	22	8	3	0
2013-02-01	17	7	2	0
2013-03-01	32	26	4	0
2013-04-01	30	18	1	0
2013-05-01	44	13	0	0
2013-06-01	12	20	2	0
2013-07-01	16	15	1	0
2013-08-01	22	8	2	0
2013-09-01	14	10	0	0
2013-10-01	18	17	0	0
2013-11-01	19	23	2	0
2013-12-01	7	9	2	0
2014-01-01	5	11	2	0
2014-02-01	15	23	1	0
2014-03-01	23	86	1	0
2014-04-01	14	18	2	0
2014-05-01	19	21	0	0
2014-06-01	12	17	1	0
2014-07-01	28	12	10	0
2014-08-01	13	10	1	0
2014-09-01	12	12	2	0
2014-10-01	14	19	2	0
2014-11-01	13	34	1	0
2014-12-01	14	4	2	0
2015-01-01	23	7	1	0
2015-02-01	8	1	2	0
2015-03-01	10	13	3	0
2015-04-01	16	11	3	0
2015-05-01	10	11	9	0
2015-06-01	9	15	2	0
2015-07-01	4	10	0	0
2015-08-01	21	13	1	0
2015-09-01	16	21	2	0
2015-10-01	22	10	2	0
2015-11-01	23	18	1	0
2015-12-01	19	13	5	0
2016-01-01	11	12	12	0
2016-02-01	6	2	0	0
2016-03-01	17	5	3	0
2016-04-01	12	7	0	0
