date	html	pdf	abstract	epdf
2012-07-01	14	8	7	0
2012-08-01	21	4	4	0
2012-09-01	18	12	3	0
2012-10-01	14	8	1	0
2012-11-01	16	5	2	0
2012-12-01	9	9	1	0
2013-01-01	7	3	0	0
2013-02-01	22	13	3	0
2013-03-01	20	8	2	0
2013-04-01	31	6	4	0
2013-05-01	30	6	0	0
2013-06-01	17	6	4	0
2013-07-01	12	5	2	0
2013-08-01	18	7	4	0
2013-09-01	21	1	3	0
2013-10-01	11	7	0	0
2013-11-01	8	9	1	0
2013-12-01	10	4	2	0
2014-01-01	10	12	2	0
2014-02-01	8	12	0	0
2014-03-01	16	7	1	0
2014-04-01	20	11	4	0
2014-05-01	17	8	2	0
2014-06-01	13	9	1	0
2014-07-01	25	1	6	0
2014-08-01	34	4	1	0
2014-09-01	46	6	1	0
2014-10-01	14	3	1	0
2014-11-01	8	2	2	0
2014-12-01	15	2	8	0
2015-01-01	28	5	4	0
2015-02-01	10	1	3	0
2015-03-01	11	0	3	0
2015-04-01	11	5	2	0
2015-05-01	12	6	6	0
2015-06-01	7	4	2	0
2015-07-01	11	7	0	0
2015-08-01	13	6	1	0
2015-09-01	6	5	1	0
2015-10-01	19	12	1	0
2015-11-01	19	8	1	0
2015-12-01	18	5	2	0
2016-01-01	13	10	1	0
2016-02-01	18	11	0	0
2016-03-01	15	7	2	0
2016-04-01	16	5	1	0
