date	html	pdf	abstract	epdf
2012-07-01	15	31	11	0
2012-08-01	18	28	4	0
2012-09-01	14	5	4	0
2012-10-01	11	10	2	0
2012-11-01	21	11	5	0
2012-12-01	18	7	3	0
2013-01-01	26	13	2	0
2013-02-01	19	9	6	0
2013-03-01	25	10	5	0
2013-04-01	17	8	3	0
2013-05-01	30	4	3	0
2013-06-01	5	1	4	0
2013-07-01	11	6	6	0
2013-08-01	12	2	5	0
2013-09-01	19	6	1	0
2013-10-01	21	8	1	0
2013-11-01	20	5	2	0
2013-12-01	15	11	2	0
2014-01-01	13	1	2	0
2014-02-01	8	6	1	0
2014-03-01	12	10	2	0
2014-04-01	25	11	4	0
2014-05-01	27	4	2	0
2014-06-01	25	12	3	0
2014-07-01	67	14	23	0
2014-08-01	55	4	4	0
2014-09-01	62	13	2	0
2014-10-01	19	5	2	0
2014-11-01	21	4	1	0
2014-12-01	20	6	5	0
2015-01-01	33	8	3	0
2015-02-01	22	2	4	0
2015-03-01	18	4	3	0
2015-04-01	15	7	5	0
2015-05-01	15	3	7	0
2015-06-01	23	8	1	4
2015-07-01	26	9	2	0
2015-08-01	19	7	2	0
2015-09-01	21	3	1	0
2015-10-01	35	10	4	0
2015-11-01	45	17	2	0
2015-12-01	43	9	2	0
2016-01-01	16	4	2	0
2016-02-01	22	6	2	0
2016-03-01	27	6	0	0
2016-04-01	27	10	1	0
