date	html	pdf	abstract	epdf
2012-09-01	26	9	5	0
2012-10-01	27	12	0	0
2012-11-01	20	5	1	0
2012-12-01	14	2	2	0
2013-01-01	35	17	2	0
2013-02-01	22	7	1	0
2013-03-01	36	8	1	0
2013-04-01	67	13	5	0
2013-05-01	44	7	1	0
2013-06-01	29	14	4	0
2013-07-01	14	6	1	0
2013-08-01	19	9	1	0
2013-09-01	28	5	0	0
2013-10-01	27	22	0	0
2013-11-01	28	11	3	0
2013-12-01	23	4	1	0
2014-01-01	18	8	2	0
2014-02-01	27	5	1	0
2014-03-01	17	7	0	0
2014-04-01	25	22	2	0
2014-05-01	22	17	2	0
2014-06-01	36	20	2	0
2014-07-01	36	16	10	0
2014-08-01	19	8	5	0
2014-09-01	33	41	1	0
2014-10-01	38	35	2	0
2014-11-01	57	19	0	0
2014-12-01	20	22	1	0
2015-01-01	34	31	3	0
2015-02-01	17	10	2	0
2015-03-01	22	28	2	0
2015-04-01	36	32	3	0
2015-05-01	36	45	6	0
2015-06-01	36	61	2	3
2015-07-01	27	46	2	0
2015-08-01	38	40	0	0
2015-09-01	29	25	0	0
2015-10-01	27	20	2	0
2015-11-01	30	28	1	1
2015-12-01	30	30	1	0
2016-01-01	13	33	2	1
2016-02-01	18	32	0	0
2016-03-01	26	20	0	0
2016-04-01	21	22	0	0
