date	html	pdf	abstract	epdf
2012-01-01	44	7	0	0
2012-02-01	47	19	0	0
2012-03-01	121	41	0	0
2012-04-01	144	126	2	0
2012-05-01	149	335	5	0
2012-06-01	121	43	0	0
2012-07-01	100	33	2	0
2012-08-01	109	23	1	0
2012-09-01	141	45	3	0
2012-10-01	277	65	3	0
2012-11-01	213	38	3	0
2012-12-01	156	21	3	0
2013-01-01	106	41	4	0
2013-02-01	97	17	3	0
2013-03-01	201	39	3	0
2013-04-01	323	52	9	0
2013-05-01	307	47	3	0
2013-06-01	255	45	3	0
2013-07-01	243	47	3	0
2013-08-01	167	44	2	0
2013-09-01	275	58	3	0
2013-10-01	378	68	5	0
2013-11-01	423	131	1	0
2013-12-01	136	73	5	0
2014-01-01	60	37	5	0
2014-02-01	107	84	0	0
2014-03-01	255	85	5	0
2014-04-01	267	47	8	0
2014-05-01	229	147	4	0
2014-06-01	154	149	2	0
2014-07-01	204	68	13	0
2014-08-01	164	71	3	0
2014-09-01	222	71	1	0
2014-10-01	251	82	4	0
2014-11-01	405	94	3	0
2014-12-01	168	39	7	0
2015-01-01	118	41	5	0
2015-02-01	88	30	3	0
2015-03-01	253	53	3	0
2015-04-01	227	38	4	0
2015-05-01	389	162	16	3
2015-06-01	322	165	3	11
2015-07-01	158	76	0	0
2015-08-01	154	52	4	0
2015-09-01	156	114	1	0
2015-10-01	202	145	1	0
2015-11-01	228	168	3	0
2015-12-01	95	76	0	0
2016-01-01	66	51	1	0
2016-02-01	58	79	4	0
2016-03-01	93	65	3	0
2016-04-01	104	87	0	0
