date	html	pdf	abstract	epdf
2012-01-01	10	0	3	0
2012-02-01	8	0	1	0
2012-03-01	5	3	0	0
2012-04-01	2	0	0	0
2012-05-01	15	0	1	0
2012-06-01	2	2	0	0
2012-07-01	5	1	1	0
2012-08-01	3	2	3	0
2012-09-01	12	4	2	0
2012-10-01	6	3	3	0
2012-11-01	5	3	0	0
2012-12-01	6	3	1	0
2013-01-01	6	5	2	0
2013-02-01	5	1	1	0
2013-03-01	17	0	3	0
2013-04-01	9	2	0	0
2013-05-01	16	1	2	0
2013-06-01	1	0	1	0
2013-07-01	2	1	0	0
2013-08-01	7	2	2	0
2013-09-01	6	4	1	0
2013-10-01	4	2	0	0
2013-11-01	0	1	1	0
2013-12-01	4	1	1	0
2014-01-01	3	2	2	0
2014-02-01	7	5	0	0
2014-03-01	5	2	1	0
2014-04-01	7	0	2	0
2014-05-01	2	2	1	0
2014-06-01	7	1	0	0
2014-07-01	21	2	12	0
2014-08-01	4	4	5	0
2014-09-01	7	0	1	0
2014-10-01	13	2	1	0
2014-11-01	4	1	2	0
2014-12-01	8	0	2	0
2015-01-01	30	0	1	0
2015-02-01	9	0	2	0
2015-03-01	7	0	2	0
2015-04-01	19	2	1	0
2015-05-01	20	3	8	0
2015-06-01	5	3	1	2
2015-07-01	17	1	1	0
2015-08-01	16	2	2	0
2015-09-01	5	1	0	0
2015-10-01	28	3	1	0
2015-11-01	27	1	1	0
2015-12-01	23	0	0	0
2016-01-01	20	4	3	0
2016-02-01	21	4	0	0
2016-03-01	21	2	0	0
2016-04-01	27	6	0	0
