date	html	pdf	abstract	epdf
2012-01-01	10	11	1	0
2012-02-01	10	6	1	0
2012-03-01	12	24	0	0
2012-04-01	11	22	0	0
2012-05-01	11	33	1	0
2012-06-01	12	20	0	0
2012-07-01	15	16	2	0
2012-08-01	15	17	1	0
2012-09-01	15	23	1	0
2012-10-01	11	26	1	0
2012-11-01	10	19	0	0
2012-12-01	5	21	3	0
2013-01-01	6	11	1	0
2013-02-01	9	20	1	0
2013-03-01	25	49	2	0
2013-04-01	19	40	5	0
2013-05-01	27	29	0	0
2013-06-01	7	23	3	0
2013-07-01	17	17	0	0
2013-08-01	17	20	3	0
2013-09-01	25	23	1	0
2013-10-01	14	28	0	0
2013-11-01	16	29	1	0
2013-12-01	10	23	0	0
2014-01-01	14	15	2	0
2014-02-01	14	22	0	0
2014-03-01	15	25	2	0
2014-04-01	11	25	1	0
2014-05-01	11	27	1	0
2014-06-01	9	15	2	0
2014-07-01	23	16	14	0
2014-08-01	22	13	2	0
2014-09-01	15	21	3	0
2014-10-01	15	22	1	0
2014-11-01	6	17	0	0
2014-12-01	10	5	1	0
2015-01-01	19	14	0	0
2015-02-01	10	2	2	0
2015-03-01	9	18	2	0
2015-04-01	15	22	1	0
2015-05-01	17	27	7	0
2015-06-01	6	19	1	0
2015-07-01	4	18	0	0
2015-08-01	4	12	0	0
2015-09-01	11	12	0	0
2015-10-01	15	17	1	0
2015-11-01	13	16	1	0
2015-12-01	18	8	0	0
2016-01-01	15	11	1	0
2016-02-01	11	11	1	0
2016-03-01	10	9	0	0
2016-04-01	14	17	1	1
