date	html	pdf	abstract	epdf
2012-01-01	18	16	1	0
2012-02-01	14	14	1	0
2012-03-01	15	28	1	0
2012-04-01	24	15	0	0
2012-05-01	23	11	1	0
2012-06-01	19	13	2	0
2012-07-01	28	22	0	0
2012-08-01	40	28	4	0
2012-09-01	35	14	2	0
2012-10-01	52	25	2	0
2012-11-01	56	19	4	0
2012-12-01	38	24	3	0
2013-01-01	64	41	3	0
2013-02-01	29	28	3	0
2013-03-01	30	62	3	0
2013-04-01	18	28	3	0
2013-05-01	28	51	2	0
2013-06-01	16	19	5	0
2013-07-01	11	24	5	0
2013-08-01	20	24	4	0
2013-09-01	15	12	1	0
2013-10-01	31	30	1	0
2013-11-01	58	37	3	0
2013-12-01	62	36	3	0
2014-01-01	37	43	3	0
2014-02-01	39	23	1	0
2014-03-01	38	63	2	0
2014-04-01	27	207	2	0
2014-05-01	48	41	1	0
2014-06-01	57	39	1	0
2014-07-01	53	35	6	0
2014-08-01	45	31	1	0
2014-09-01	62	37	1	0
2014-10-01	64	34	2	0
2014-11-01	63	47	1	0
2014-12-01	49	53	5	0
2015-01-01	71	49	3	0
2015-02-01	51	27	2	0
2015-03-01	58	57	2	0
2015-04-01	49	78	2	0
2015-05-01	52	59	7	0
2015-06-01	43	38	2	3
2015-07-01	46	46	1	0
2015-08-01	27	30	0	0
2015-09-01	52	50	0	1
2015-10-01	73	58	2	0
2015-11-01	71	58	1	0
2015-12-01	87	45	0	0
2016-01-01	70	36	2	0
2016-02-01	80	45	1	0
2016-03-01	58	33	2	1
2016-04-01	89	50	0	0
