date	html	pdf	abstract	epdf
2013-05-01	17	8	1	0
2013-06-01	42	24	8	0
2013-07-01	29	21	3	0
2013-08-01	47	24	3	0
2013-09-01	39	18	2	0
2013-10-01	52	31	6	0
2013-11-01	48	31	4	0
2013-12-01	27	4	1	0
2014-01-01	29	15	3	0
2014-02-01	23	15	2	0
2014-03-01	16	13	0	0
2014-04-01	35	29	3	0
2014-05-01	19	18	1	0
2014-06-01	25	10	6	0
2014-07-01	36	25	16	0
2014-08-01	23	19	1	0
2014-09-01	27	22	1	0
2014-10-01	43	17	2	0
2014-11-01	30	11	3	0
2014-12-01	27	14	7	0
2015-01-01	51	11	3	0
2015-02-01	38	5	3	0
2015-03-01	36	13	2	0
2015-04-01	19	10	5	0
2015-05-01	37	21	8	2
2015-06-01	27	15	2	2
2015-07-01	16	11	0	0
2015-08-01	25	18	0	0
2015-09-01	23	8	0	0
2015-10-01	18	4	1	0
2015-11-01	35	27	2	0
2015-12-01	24	9	0	0
2016-01-01	27	15	3	0
2016-02-01	37	28	0	0
2016-03-01	40	17	0	0
2016-04-01	21	17	0	0
