date	html	pdf	abstract	epdf
2012-01-01	4	0	0	0
2012-02-01	6	2	2	0
2012-03-01	13	0	1	0
2012-04-01	3	1	1	0
2012-05-01	12	1	1	0
2012-06-01	4	0	0	0
2012-07-01	5	0	1	0
2012-08-01	6	3	0	0
2012-09-01	5	0	2	0
2012-10-01	5	2	0	0
2012-11-01	8	2	1	0
2012-12-01	7	2	2	0
2013-01-01	7	0	1	0
2013-02-01	14	3	1	0
2013-03-01	16	2	1	0
2013-04-01	23	3	2	0
2013-05-01	19	2	1	0
2013-06-01	6	1	2	0
2013-07-01	5	3	1	0
2013-08-01	6	0	1	0
2013-09-01	6	2	0	0
2013-10-01	5	0	0	0
2013-11-01	7	2	1	0
2013-12-01	7	0	1	0
2014-01-01	5	0	2	0
2014-02-01	15	1	0	0
2014-03-01	9	2	1	0
2014-04-01	6	1	1	0
2014-05-01	18	5	1	0
2014-06-01	14	1	2	0
2014-07-01	26	3	14	0
2014-08-01	8	2	4	0
2014-09-01	14	1	1	0
2014-10-01	8	2	1	0
2014-11-01	16	0	0	0
2014-12-01	11	0	1	0
2015-01-01	21	2	0	0
2015-02-01	8	0	2	0
2015-03-01	11	1	2	0
2015-04-01	9	2	2	0
2015-05-01	12	5	6	0
2015-06-01	13	3	1	0
2015-07-01	8	0	0	0
2015-08-01	5	1	0	0
2015-09-01	9	2	0	0
2015-10-01	12	1	1	0
2015-11-01	17	3	1	0
2015-12-01	17	0	1	0
2016-01-01	17	4	3	0
2016-02-01	8	1	0	0
2016-03-01	12	3	0	0
2016-04-01	11	5	0	0
