date	html	pdf	abstract	epdf
2014-02-01	13	11	2	0
2014-03-01	47	9	0	0
2014-04-01	35	16	4	0
2014-05-01	110	20	2	0
2014-06-01	57	19	2	0
2014-07-01	46	19	10	0
2014-08-01	40	28	3	0
2014-09-01	47	18	1	0
2014-10-01	99	34	1	0
2014-11-01	79	17	1	0
2014-12-01	38	11	0	0
2015-01-01	35	8	3	0
2015-02-01	23	32	2	0
2015-03-01	55	18	2	0
2015-04-01	62	32	6	0
2015-05-01	72	38	7	0
2015-06-01	54	23	3	3
2015-07-01	8	29	1	0
2015-08-01	37	11	0	0
2015-09-01	60	42	2	0
2015-10-01	49	18	6	0
2015-11-01	50	40	4	0
2015-12-01	58	19	3	0
2016-01-01	31	30	5	1
2016-02-01	30	5	1	0
2016-03-01	47	10	0	0
2016-04-01	62	9	4	0
