date	html	pdf	abstract	epdf
2013-11-01	18	3	4	0
2013-12-01	11	9	2	0
2014-01-01	42	21	8	0
2014-02-01	19	5	5	0
2014-03-01	15	6	0	0
2014-04-01	16	5	1	0
2014-05-01	23	7	2	0
2014-06-01	23	20	0	0
2014-07-01	26	6	9	0
2014-08-01	17	8	5	0
2014-09-01	24	1	1	0
2014-10-01	22	3	1	0
2014-11-01	7	2	1	0
2014-12-01	54	4	0	0
2015-01-01	48	5	1	0
2015-02-01	26	4	2	0
2015-03-01	32	4	3	0
2015-04-01	23	6	1	0
2015-05-01	36	11	5	0
2015-06-01	10	6	1	1
2015-07-01	20	3	1	0
2015-08-01	13	2	0	0
2015-09-01	21	8	0	0
2015-10-01	22	3	3	0
2015-11-01	23	3	3	0
2015-12-01	32	2	0	0
2016-01-01	22	5	5	0
2016-02-01	23	27	1	0
2016-03-01	21	3	0	0
2016-04-01	20	4	2	0
