date	html	pdf	abstract	epdf
2013-04-01	41	3	6	0
2013-05-01	70	20	10	0
2013-06-01	19	4	9	0
2013-07-01	13	8	7	0
2013-08-01	19	3	8	0
2013-09-01	28	8	2	0
2013-10-01	26	8	4	0
2013-11-01	22	14	4	0
2013-12-01	16	9	6	0
2014-01-01	17	5	6	0
2014-02-01	21	12	0	0
2014-03-01	27	9	0	0
2014-04-01	20	6	2	0
2014-05-01	21	5	1	0
2014-06-01	17	13	3	0
2014-07-01	37	10	15	0
2014-08-01	23	3	4	0
2014-09-01	14	4	1	0
2014-10-01	33	11	3	0
2014-11-01	18	5	3	0
2014-12-01	33	17	2	0
2015-01-01	29	3	2	0
2015-02-01	17	2	2	0
2015-03-01	28	4	2	0
2015-04-01	19	7	2	0
2015-05-01	36	3	8	0
2015-06-01	32	5	2	0
2015-07-01	17	22	1	0
2015-08-01	17	3	0	0
2015-09-01	37	4	0	0
2015-10-01	27	1	3	0
2015-11-01	33	4	2	0
2015-12-01	23	2	1	0
2016-01-01	19	7	2	0
2016-02-01	11	4	0	0
2016-03-01	27	9	0	0
2016-04-01	23	10	1	0
