date	html	pdf	abstract	epdf
2013-10-01	34	8	6	0
2013-11-01	51	18	6	0
2013-12-01	28	14	5	0
2014-01-01	32	4	7	0
2014-02-01	22	6	0	0
2014-03-01	29	8	0	0
2014-04-01	32	4	3	0
2014-05-01	78	15	6	0
2014-06-01	63	3	2	0
2014-07-01	33	9	13	0
2014-08-01	28	3	3	0
2014-09-01	31	2	1	0
2014-10-01	28	3	2	0
2014-11-01	25	23	1	0
2014-12-01	22	3	1	0
2015-01-01	46	4	1	0
2015-02-01	32	2	2	0
2015-03-01	70	10	2	0
2015-04-01	58	11	5	0
2015-05-01	51	9	8	1
2015-06-01	51	10	9	2
2015-07-01	37	5	0	0
2015-08-01	47	9	1	0
2015-09-01	50	14	1	0
2015-10-01	38	4	3	0
2015-11-01	32	13	2	1
2015-12-01	36	3	0	0
2016-01-01	25	9	2	0
2016-02-01	35	5	0	0
2016-03-01	40	8	0	0
2016-04-01	39	12	1	0
