date	html	pdf	abstract	epdf
2013-05-01	25	8	1	0
2013-06-01	36	6	5	0
2013-07-01	30	10	5	0
2013-08-01	24	7	3	0
2013-09-01	35	9	0	0
2013-10-01	42	10	4	0
2013-11-01	44	20	5	0
2013-12-01	23	16	0	0
2014-01-01	52	25	2	0
2014-02-01	25	11	0	0
2014-03-01	57	14	0	0
2014-04-01	54	5	2	0
2014-05-01	46	19	1	0
2014-06-01	40	16	4	0
2014-07-01	57	67	13	0
2014-08-01	43	21	1	0
2014-09-01	38	17	1	0
2014-10-01	112	25	2	0
2014-11-01	62	22	1	0
2014-12-01	43	24	0	0
2015-01-01	76	9	2	0
2015-02-01	43	14	2	0
2015-03-01	79	18	2	0
2015-04-01	105	22	2	0
2015-05-01	91	36	8	2
2015-06-01	84	34	2	7
2015-07-01	45	16	1	0
2015-08-01	43	11	0	0
2015-09-01	66	37	0	0
2015-10-01	63	19	1	0
2015-11-01	63	40	6	1
2015-12-01	81	62	0	0
2016-01-01	54	27	3	0
2016-02-01	28	9	0	0
2016-03-01	50	34	0	1
2016-04-01	85	20	2	0
