date	html	pdf	abstract	epdf
2013-05-01	19	4	0	0
2013-06-01	32	13	4	0
2013-07-01	23	6	3	0
2013-08-01	31	8	3	0
2013-09-01	28	7	1	0
2013-10-01	27	12	4	0
2013-11-01	60	18	6	0
2013-12-01	28	4	1	0
2014-01-01	22	5	2	0
2014-02-01	29	11	1	0
2014-03-01	34	8	0	0
2014-04-01	29	7	2	0
2014-05-01	21	10	1	0
2014-06-01	13	6	4	0
2014-07-01	34	16	12	0
2014-08-01	24	16	2	0
2014-09-01	21	9	1	0
2014-10-01	47	12	1	0
2014-11-01	29	8	2	0
2014-12-01	27	4	2	0
2015-01-01	42	3	2	0
2015-02-01	34	4	2	0
2015-03-01	66	14	4	0
2015-04-01	34	3	2	0
2015-05-01	58	4	8	0
2015-06-01	48	5	5	4
2015-07-01	32	1	0	1
2015-08-01	27	3	0	0
2015-09-01	27	12	0	0
2015-10-01	29	4	1	0
2015-11-01	50	13	3	0
2015-12-01	37	2	0	0
2016-01-01	36	9	4	0
2016-02-01	28	2	0	0
2016-03-01	29	5	0	0
2016-04-01	33	8	1	0
