date	html	pdf	abstract	epdf
2011-12-01	1	0	0	0
2012-01-01	19	9	2	0
2012-02-01	20	19	4	0
2012-03-01	54	19	2	0
2012-04-01	82	28	1	0
2012-05-01	73	16	1	0
2012-06-01	63	13	2	0
2012-07-01	38	20	2	0
2012-08-01	38	13	3	0
2012-09-01	45	22	3	0
2012-10-01	55	31	3	0
2012-11-01	59	24	6	0
2012-12-01	43	17	4	0
2013-01-01	47	47	5	0
2013-02-01	53	51	2	0
2013-03-01	73	36	2	0
2013-04-01	118	23	7	0
2013-05-01	120	21	4	0
2013-06-01	89	20	3	0
2013-07-01	81	14	3	0
2013-08-01	77	11	4	0
2013-09-01	66	18	6	0
2013-10-01	94	24	0	0
2013-11-01	112	39	2	0
2013-12-01	85	22	4	0
2014-01-01	65	16	4	0
2014-02-01	64	22	4	0
2014-03-01	80	21	3	0
2014-04-01	75	32	2	0
2014-05-01	103	21	3	0
2014-06-01	68	22	5	0
2014-07-01	87	22	13	0
2014-08-01	83	30	5	0
2014-09-01	98	19	2	0
2014-10-01	82	25	4	0
2014-11-01	108	34	6	0
2014-12-01	75	24	5	0
2015-01-01	41	15	2	0
2015-02-01	41	9	2	0
2015-03-01	80	17	3	0
2015-04-01	79	14	5	0
2015-05-01	106	62	10	1
2015-06-01	104	61	3	7
2015-07-01	63	34	4	0
2015-08-01	34	15	1	0
2015-09-01	60	22	3	0
2015-10-01	78	32	5	0
2015-11-01	62	28	1	0
2015-12-01	41	18	0	0
2016-01-01	39	12	3	0
2016-02-01	57	12	4	0
2016-03-01	42	11	2	0
2016-04-01	44	15	0	0
