date	html	pdf	abstract	epdf
2012-01-01	10	2	0	0
2012-02-01	7	0	1	0
2012-03-01	13	0	0	0
2012-04-01	23	13	0	0
2012-05-01	16	18	1	0
2012-06-01	12	5	0	0
2012-07-01	21	4	2	0
2012-08-01	19	5	0	0
2012-09-01	11	10	1	0
2012-10-01	14	16	1	0
2012-11-01	21	7	1	0
2012-12-01	9	2	3	0
2013-01-01	14	10	2	0
2013-02-01	11	11	3	0
2013-03-01	23	17	1	0
2013-04-01	27	7	7	0
2013-05-01	26	5	0	0
2013-06-01	11	2	1	0
2013-07-01	11	4	0	0
2013-08-01	8	5	2	0
2013-09-01	8	4	0	0
2013-10-01	14	3	0	0
2013-11-01	11	3	1	0
2013-12-01	8	3	0	0
2014-01-01	8	5	2	0
2014-02-01	13	14	1	0
2014-03-01	25	15	2	0
2014-04-01	10	7	2	0
2014-05-01	23	18	2	0
2014-06-01	17	5	0	0
2014-07-01	25	13	10	0
2014-08-01	14	10	2	0
2014-09-01	19	8	3	0
2014-10-01	9	15	2	0
2014-11-01	10	14	2	0
2014-12-01	13	5	2	0
2015-01-01	20	14	1	0
2015-02-01	17	11	2	0
2015-03-01	21	11	4	0
2015-04-01	25	12	5	0
2015-05-01	15	22	7	0
2015-06-01	13	26	2	0
2015-07-01	13	16	0	0
2015-08-01	21	13	3	0
2015-09-01	10	15	0	0
2015-10-01	14	15	1	0
2015-11-01	11	27	1	0
2015-12-01	20	14	2	0
2016-01-01	18	12	2	0
2016-02-01	14	12	2	0
2016-03-01	10	12	0	0
2016-04-01	16	23	1	0
