date	html	pdf	abstract	epdf
2014-02-01	10	8	1	0
2014-03-01	29	20	3	0
2014-04-01	34	13	5	0
2014-05-01	38	13	3	0
2014-06-01	14	6	0	0
2014-07-01	41	13	17	0
2014-08-01	20	5	3	0
2014-09-01	20	8	1	0
2014-10-01	16	8	1	0
2014-11-01	18	1	1	0
2014-12-01	22	5	0	0
2015-01-01	36	5	2	0
2015-02-01	17	1	2	0
2015-03-01	30	6	2	0
2015-04-01	23	4	2	0
2015-05-01	11	3	5	0
2015-06-01	13	6	2	0
2015-07-01	13	8	0	0
2015-08-01	14	6	0	0
2015-09-01	11	10	0	0
2015-10-01	31	4	1	0
2015-11-01	24	22	2	0
2015-12-01	28	2	3	0
2016-01-01	20	6	3	0
2016-02-01	17	9	0	0
2016-03-01	24	11	0	0
2016-04-01	15	7	2	0
