date	html	pdf	abstract	epdf
2012-01-01	2	1	1	0
2012-02-01	15	5	1	0
2012-03-01	28	7	0	0
2012-04-01	14	3	0	0
2012-05-01	11	1	2	0
2012-06-01	13	2	0	0
2012-07-01	10	1	1	0
2012-08-01	10	5	0	0
2012-09-01	13	7	3	0
2012-10-01	57	6	2	0
2012-11-01	9	0	2	0
2012-12-01	12	3	2	0
2013-01-01	16	3	3	0
2013-02-01	12	1	2	0
2013-03-01	24	4	8	0
2013-04-01	15	10	4	0
2013-05-01	20	1	3	0
2013-06-01	11	2	1	0
2013-07-01	17	5	3	0
2013-08-01	19	5	4	0
2013-09-01	13	12	1	0
2013-10-01	10	8	1	0
2013-11-01	10	12	2	0
2013-12-01	11	12	3	0
2014-01-01	3	5	2	0
2014-02-01	10	7	3	0
2014-03-01	9	4	4	0
2014-04-01	4	3	4	0
2014-05-01	6	5	2	0
2014-06-01	4	6	3	0
2014-07-01	9	6	10	0
2014-08-01	7	2	2	0
2014-09-01	10	1	1	0
2014-10-01	9	4	2	0
2014-11-01	16	5	0	0
2014-12-01	15	3	3	0
2015-01-01	28	4	3	0
2015-02-01	6	3	1	0
2015-03-01	2	11	0	0
2015-04-01	4	2	0	0
2015-05-01	18	9	6	0
2015-06-01	9	4	2	0
2015-07-01	8	2	0	0
2015-08-01	8	8	0	0
2015-09-01	7	5	0	0
2015-10-01	19	9	1	0
2015-11-01	16	4	1	0
2015-12-01	19	3	2	0
2016-01-01	16	5	2	0
2016-02-01	11	3	0	0
2016-03-01	21	5	0	0
2016-04-01	23	7	1	0
