date	html	pdf	abstract	epdf
2011-12-01	1	0	0	0
2012-01-01	17	24	1	0
2012-02-01	15	17	0	0
2012-03-01	37	23	0	0
2012-04-01	40	17	0	0
2012-05-01	35	15	1	0
2012-06-01	43	10	0	0
2012-07-01	21	12	2	0
2012-08-01	36	10	0	0
2012-09-01	48	11	0	0
2012-10-01	29	23	0	0
2012-11-01	24	15	1	0
2012-12-01	28	14	2	0
2013-01-01	33	9	2	0
2013-02-01	65	17	1	0
2013-03-01	58	19	2	0
2013-04-01	110	28	3	0
2013-05-01	99	25	0	0
2013-06-01	39	17	2	0
2013-07-01	54	25	0	0
2013-08-01	51	20	3	0
2013-09-01	77	35	0	0
2013-10-01	79	23	0	0
2013-11-01	70	42	1	0
2013-12-01	43	29	1	0
2014-01-01	47	23	2	0
2014-02-01	57	23	0	0
2014-03-01	77	32	1	0
2014-04-01	64	21	2	0
2014-05-01	64	37	1	0
2014-06-01	73	32	0	0
2014-07-01	86	29	14	0
2014-08-01	78	27	2	0
2014-09-01	89	26	1	0
2014-10-01	52	33	1	0
2014-11-01	57	16	2	0
2014-12-01	38	22	2	0
2015-01-01	47	11	1	0
2015-02-01	37	11	2	0
2015-03-01	51	17	2	0
2015-04-01	62	28	1	0
2015-05-01	63	28	6	0
2015-06-01	56	31	1	2
2015-07-01	77	24	0	0
2015-08-01	40	15	0	0
2015-09-01	58	9	0	0
2015-10-01	69	14	1	0
2015-11-01	59	17	1	0
2015-12-01	44	13	0	0
2016-01-01	34	18	3	0
2016-02-01	42	16	0	0
2016-03-01	36	9	0	0
2016-04-01	46	11	0	0
