date	html	pdf	abstract	epdf
2011-12-01	3	0	0	0
2012-01-01	239	18	3	0
2012-02-01	286	16	2	0
2012-03-01	590	46	6	0
2012-04-01	344	91	4	0
2012-05-01	334	43	2	0
2012-06-01	200	16	0	0
2012-07-01	91	15	1	0
2012-08-01	558	157	2	0
2012-09-01	908	372	6	0
2012-10-01	590	121	4	0
2012-11-01	427	70	2	0
2012-12-01	154	19	3	0
2013-01-01	229	39	1	0
2013-02-01	307	27	2	0
2013-03-01	785	97	2	0
2013-04-01	437	62	7	0
2013-05-01	328	81	3	0
2013-06-01	277	29	2	0
2013-07-01	188	28	0	0
2013-08-01	198	43	2	0
2013-09-01	259	75	0	0
2013-10-01	331	50	0	0
2013-11-01	232	88	1	0
2013-12-01	101	37	0	0
2014-01-01	88	36	2	0
2014-02-01	216	91	0	0
2014-03-01	363	190	3	0
2014-04-01	305	107	3	0
2014-05-01	289	160	1	0
2014-06-01	158	72	1	0
2014-07-01	175	107	15	0
2014-08-01	217	120	2	0
2014-09-01	336	91	2	0
2014-10-01	242	91	1	0
2014-11-01	152	75	0	0
2014-12-01	114	31	1	0
2015-01-01	103	38	2	0
2015-02-01	196	20	3	0
2015-03-01	436	86	3	0
2015-04-01	289	91	5	0
2015-05-01	262	109	7	0
2015-06-01	222	121	3	4
2015-07-01	158	47	0	0
2015-08-01	220	55	0	0
2015-09-01	207	69	1	0
2015-10-01	204	54	1	2
2015-11-01	196	55	1	0
2015-12-01	102	24	2	0
2016-01-01	111	61	2	0
2016-02-01	79	59	1	0
2016-03-01	172	99	3	0
2016-04-01	198	89	14	0
